CreationTime,UserID,Identifier,Success,IsOnRay,Deviation,DeviationVectorX,TimeForSelection,DimensionOfTarget,DeviationVectorZ,DeviationVectorY,ProjectedSizeOfTarget,MarkedAsOutlier
2018-08-13 12:38:57 +0000,12,TwohandedTouch,false,false,0.196342,0.0,0.733144044876099,4.0,0.0,0.0,0.252966,
2018-08-13 12:38:58 +0000,12,TwohandedTouch,false,false,0.0880228,0.0,0.549912095069885,2.0,0.0,0.0,0.0558386,
2018-08-13 12:38:59 +0000,12,TwohandedTouch,false,false,0.118532,0.0,0.882565975189209,2.0,0.0,0.0,0.0748017,
2018-08-13 12:38:59 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.61726188659668,3.0,0.0,0.0,0.232945,
2018-08-13 12:39:00 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.616083979606628,4.0,0.0,0.0,0.53661,
2018-08-13 12:39:00 +0000,12,TwohandedTouch,false,false,0.0500866,0.0,0.566443920135498,3.0,0.0,0.0,0.139987,
2018-08-13 12:39:03 +0000,12,TwohandedTouch,false,true,0.0,0.0,2.98369598388672,4.0,0.0,0.0,0.258901,
2018-08-13 12:39:04 +0000,12,TwohandedTouch,false,false,0.171726,0.0,0.6163729429245,4.0,0.0,0.0,0.238516,
2018-08-13 12:39:06 +0000,12,TwohandedTouch,false,false,0.0931407,0.0,2.58433306217194,3.0,0.0,0.0,0.232866,
2018-08-13 12:39:07 +0000,12,TwohandedTouch,false,false,0.156707,0.0,0.899725914001465,1.0,0.0,0.0,0.0266013,
2018-08-13 12:39:08 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.615754008293152,4.0,0.0,0.0,0.434066,
2018-08-13 12:39:09 +0000,12,TwohandedTouch,false,false,0.125518,0.0,0.650704979896545,1.0,0.0,0.0,0.0171706,
2018-08-13 12:39:10 +0000,12,TwohandedTouch,false,false,0.0456535,0.0,1.18275094032288,3.0,0.0,0.0,0.130727,
2018-08-13 12:39:10 +0000,12,TwohandedTouch,false,false,0.110864,0.0,0.650527000427246,2.0,0.0,0.0,0.0711692,
2018-08-13 12:39:11 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.615598917007446,2.0,0.0,0.0,0.0714513,
2018-08-13 12:39:12 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.650797963142395,4.0,0.0,0.0,0.371877,
2018-08-13 12:39:12 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.533231973648071,4.0,0.0,0.0,0.509813,
2018-08-13 12:39:13 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.600018978118896,2.0,0.0,0.0,0.100771,
2018-08-13 12:39:13 +0000,12,TwohandedTouch,false,false,0.221746,0.0,0.533300995826721,1.0,0.0,0.0,0.0361346,
2018-08-13 12:39:14 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.666129946708679,3.0,0.0,0.0,0.327912,
2018-08-13 12:39:15 +0000,12,TwohandedTouch,false,false,0.00177633,0.0,0.615698933601379,3.0,0.0,0.0,0.247409,
2018-08-13 12:39:15 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.484172940254211,3.0,0.0,0.0,0.297073,
2018-08-13 12:39:17 +0000,12,TwohandedTouch,false,false,0.086592,0.0,1.41572594642639,1.0,0.0,0.0,0.0303808,
2018-08-13 12:39:17 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.533408999443054,4.0,0.0,0.0,0.231968,
2018-08-13 12:39:18 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.466380000114441,4.0,0.0,0.0,0.322815,
2018-08-13 12:39:19 +0000,12,TwohandedTouch,false,true,0.0,0.0,1.66711497306824,2.0,0.0,0.0,0.0530373,
2018-08-13 12:39:20 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.550549030303955,2.0,0.0,0.0,0.0978657,
2018-08-13 12:39:21 +0000,12,TwohandedTouch,false,false,0.192033,0.0,0.78162693977356,1.0,0.0,0.0,0.0336357,
2018-08-13 12:39:22 +0000,12,TwohandedTouch,false,false,0.21632,0.0,0.999545931816101,2.0,0.0,0.0,0.0844211,
2018-08-13 12:39:22 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.66689395904541,3.0,0.0,0.0,0.170104,
2018-08-13 12:39:23 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.651553988456726,2.0,0.0,0.0,0.11797,
2018-08-13 12:39:24 +0000,12,TwohandedTouch,false,false,0.0202815,0.0,0.832924008369446,1.0,0.0,0.0,0.0149185,
2018-08-13 12:39:25 +0000,12,TwohandedTouch,false,true,0.0,0.0,0.800055027008057,3.0,0.0,0.0,0.163571,
2018-08-13 12:39:25 +0000,12,TwohandedTouch,false,false,0.246372,0.0,0.648432016372681,1.0,0.0,0.0,0.034079,
2018-08-13 12:39:26 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.632992029190063,2.0,0.0,0.0,0.110161,
2018-08-13 12:39:26 +0000,12,TwohandedTouch,false,false,0.149114,0.0,0.618260025978088,2.0,0.0,0.0,0.0572599,
2018-08-13 12:39:27 +0000,12,TwohandedTouch,false,false,0.160193,0.0,0.732653975486755,1.0,0.0,0.0,0.0240608,
2018-08-13 12:39:28 +0000,12,TwohandedTouch,false,false,0.00547517,0.0,0.599493026733398,4.0,0.0,0.0,0.221442,
2018-08-13 12:39:29 +0000,12,TwohandedTouch,false,false,0.0664853,0.0,0.733306050300598,1.0,0.0,0.0,0.0186108,
2018-08-13 12:39:29 +0000,12,TwohandedTouch,false,false,0.0390189,0.0,0.548685908317566,2.0,0.0,0.0,0.057157,
2018-08-13 12:39:30 +0000,12,TwohandedTouch,false,false,0.250788,0.0,0.61732006072998,2.0,0.0,0.0,0.0645514,
2018-08-13 12:39:30 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.532639980316162,3.0,0.0,0.0,0.35199,
2018-08-13 12:39:31 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.633452892303467,3.0,0.0,0.0,0.209094,
2018-08-13 12:39:31 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.516191005706787,3.0,0.0,0.0,0.265865,
2018-08-13 12:39:32 +0000,12,TwohandedTouch,false,false,0.011001,0.0,0.633202075958252,3.0,0.0,0.0,0.22207,
2018-08-13 12:39:33 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.783645987510681,4.0,0.0,0.0,0.231496,
2018-08-13 12:39:33 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.632921099662781,4.0,0.0,0.0,0.293454,
2018-08-13 12:39:34 +0000,12,TwohandedTouch,true,true,0.0,0.0,0.769582986831665,4.0,0.0,0.0,0.423204,
2018-08-13 12:39:35 +0000,12,TwohandedTouch,false,false,0.153439,0.0,0.696921944618225,1.0,0.0,0.0,0.0186557,
2018-08-13 12:39:35 +0000,12,TwohandedTouch,false,false,0.12829,0.0,0.533184051513672,2.0,0.0,0.0,0.106013,
2018-08-13 12:39:36 +0000,12,TwohandedTouch,false,true,0.0,0.0,0.549500942230225,4.0,0.0,0.0,0.246634,
2018-08-13 12:39:37 +0000,12,TwohandedTouch,false,false,0.132119,0.0,0.533243060112,1.0,0.0,0.0,0.0299024,
2018-08-13 12:39:37 +0000,12,TwohandedTouch,false,false,0.295587,0.0,0.550151944160461,2.0,0.0,0.0,0.0659699,
2018-08-13 12:39:38 +0000,12,TwohandedTouch,false,false,0.164661,0.0,0.715872049331665,1.0,0.0,0.0,0.0229893,
