CreationTime,UserID,Identifier,Success,IsOnRay,Deviation,DeviationVectorX,TimeForSelection,DimensionOfTarget,DeviationVectorZ,DeviationVectorY,ProjectedSizeOfTarget,MarkedAsOutlier
2018-08-10 11:30:16 +0000,8,TwohandedTouch,true,true,0.0,0.0,5.91785109043121,4.0,0.0,0.0,1.94613,
2018-08-10 11:30:20 +0000,8,TwohandedTouch,true,true,0.0,0.0,3.43408894538879,1.0,0.0,0.0,1.11197,
2018-08-10 11:30:24 +0000,8,TwohandedTouch,false,false,0.0421932,0.0,4.04880797863007,1.0,0.0,0.0,0.228193,
2018-08-10 11:30:28 +0000,8,TwohandedTouch,true,true,0.0,0.0,3.69963192939758,3.0,0.0,0.0,1.54835,
2018-08-10 11:30:31 +0000,8,TwohandedTouch,false,false,0.0890567,0.0,3.10015594959259,1.0,0.0,0.0,0.166407,
2018-08-10 11:30:33 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.86655402183533,2.0,0.0,0.0,0.496591,
2018-08-10 11:30:34 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.13481402397156,3.0,0.0,0.0,0.786561,
2018-08-10 11:30:35 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.38395404815674,3.0,0.0,0.0,1.07325,
2018-08-10 11:30:39 +0000,8,TwohandedTouch,true,true,0.0,0.0,3.96637308597565,4.0,0.0,0.0,1.43629,
2018-08-10 11:30:41 +0000,8,TwohandedTouch,false,false,0.0817395,0.0,2.18233001232147,3.0,0.0,0.0,0.247847,
2018-08-10 11:30:42 +0000,8,TwohandedTouch,false,false,0.00401335,0.0,1.13279104232788,2.0,0.0,0.0,0.111644,
2018-08-10 11:30:43 +0000,8,TwohandedTouch,false,false,0.0548853,0.0,0.834987044334412,1.0,0.0,0.0,0.0536807,
2018-08-10 11:30:45 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.38355696201324,3.0,0.0,0.0,0.342784,
2018-08-10 11:30:45 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.800489068031311,3.0,0.0,0.0,0.435794,
2018-08-10 11:30:51 +0000,8,TwohandedTouch,true,true,0.0,0.0,5.73314702510834,2.0,0.0,0.0,0.815506,
2018-08-10 11:30:56 +0000,8,TwohandedTouch,true,true,0.0,0.0,4.41519796848297,1.0,0.0,0.0,0.14596,
2018-08-10 11:30:58 +0000,8,TwohandedTouch,false,false,0.046504,0.0,2.95192301273346,1.0,0.0,0.0,0.110239,
2018-08-10 11:31:00 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.86663389205933,4.0,0.0,0.0,0.849134,
2018-08-10 11:31:01 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.649520039558411,4.0,0.0,0.0,1.31608,
2018-08-10 11:31:02 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.617123007774353,4.0,0.0,0.0,0.626391,
2018-08-10 11:31:05 +0000,8,TwohandedTouch,true,true,0.0,0.0,3.08161401748657,2.0,0.0,0.0,0.561634,
2018-08-10 11:31:06 +0000,8,TwohandedTouch,false,false,0.343479,0.0,1.13813900947571,1.0,0.0,0.0,0.0969127,
2018-08-10 11:31:07 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.09617793560028,4.0,0.0,0.0,5.79886,
2018-08-10 11:31:09 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.98388803005219,3.0,0.0,0.0,0.422105,
2018-08-10 11:31:11 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.75028002262115,2.0,0.0,0.0,0.284645,
2018-08-10 11:31:13 +0000,8,TwohandedTouch,true,true,0.0,0.0,2.74994194507599,4.0,0.0,0.0,2.5513,
2018-08-10 11:31:15 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.58158493041992,3.0,0.0,0.0,0.496802,
2018-08-10 11:31:16 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.818521022796631,3.0,0.0,0.0,1.14137,
2018-08-10 11:31:17 +0000,8,TwohandedTouch,false,false,0.0398041,0.0,1.21467792987823,2.0,0.0,0.0,0.12106,
2018-08-10 11:31:18 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.601143956184387,4.0,0.0,0.0,0.50026,
2018-08-10 11:31:23 +0000,8,TwohandedTouch,true,true,0.0,0.0,5.4176390171051,3.0,0.0,0.0,0.693112,
2018-08-10 11:31:25 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.94947302341461,4.0,0.0,0.0,2.0091,
2018-08-10 11:31:26 +0000,8,TwohandedTouch,false,false,0.116556,0.0,1.08374106884003,1.0,0.0,0.0,0.0805148,
2018-08-10 11:31:27 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.799831986427307,2.0,0.0,0.0,0.38548,
2018-08-10 11:31:28 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.682988047599792,4.0,0.0,0.0,2.17985,
2018-08-10 11:31:29 +0000,8,TwohandedTouch,false,false,0.169382,0.0,0.950410962104797,2.0,0.0,0.0,0.449106,
2018-08-10 11:31:30 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.61451292037964,4.0,0.0,0.0,1.05901,
2018-08-10 11:31:33 +0000,8,TwohandedTouch,true,true,0.0,0.0,3.18534302711487,3.0,0.0,0.0,0.381215,
2018-08-10 11:31:34 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.816365003585815,4.0,0.0,0.0,1.92103,
2018-08-10 11:31:35 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.950435042381287,2.0,0.0,0.0,0.427096,
2018-08-10 11:31:36 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.01613104343414,1.0,0.0,0.0,0.0682293,
2018-08-10 11:31:43 +0000,8,TwohandedTouch,true,true,0.0,0.0,6.63393092155457,2.0,0.0,0.0,1.79112,
2018-08-10 11:31:45 +0000,8,TwohandedTouch,true,true,0.0,0.0,2.19863200187683,1.0,0.0,0.0,0.0770951,
2018-08-10 11:31:46 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.50003099441528,4.0,0.0,0.0,0.581794,
2018-08-10 11:31:48 +0000,8,TwohandedTouch,false,false,0.0313893,0.0,1.45180809497833,2.0,0.0,0.0,0.561158,
2018-08-10 11:31:49 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.666548013687134,3.0,0.0,0.0,0.449513,
2018-08-10 11:31:49 +0000,8,TwohandedTouch,true,true,0.0,0.0,0.916183948516846,4.0,0.0,0.0,1.17593,
2018-08-10 11:31:56 +0000,8,TwohandedTouch,true,true,0.0,0.0,6.06573009490967,1.0,0.0,0.0,0.349334,
2018-08-10 11:31:57 +0000,8,TwohandedTouch,false,false,0.0556221,0.0,1.76903295516968,1.0,0.0,0.0,0.0961246,
2018-08-10 11:32:00 +0000,8,TwohandedTouch,true,true,0.0,0.0,2.7977659702301,2.0,0.0,0.0,0.485795,
2018-08-10 11:32:02 +0000,8,TwohandedTouch,true,true,0.0,0.0,2.31837499141693,2.0,0.0,0.0,0.718467,
2018-08-10 11:32:04 +0000,8,TwohandedTouch,false,false,0.119368,0.0,1.84850096702576,1.0,0.0,0.0,0.131036,
2018-08-10 11:32:07 +0000,8,TwohandedTouch,true,true,0.0,0.0,2.98458802700043,4.0,0.0,0.0,2.64112,
2018-08-10 11:32:10 +0000,8,TwohandedTouch,true,true,0.0,0.0,3.23337996006012,1.0,0.0,0.0,0.454971,
2018-08-10 11:32:12 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.96724998950958,2.0,0.0,0.0,0.280016,
2018-08-10 11:32:14 +0000,8,TwohandedTouch,true,true,0.0,0.0,1.43332099914551,3.0,0.0,0.0,0.451347,
2018-08-10 11:32:17 +0000,8,TwohandedTouch,true,true,0.0,0.0,2.80007600784302,1.0,0.0,0.0,0.178375,
2018-08-10 11:32:20 +0000,8,TwohandedTouch,false,false,0.141934,0.0,3.48158693313599,3.0,0.0,0.0,0.671882,
