CreationTime,UserID,Identifier,Success,IsOnRay,Deviation,DeviationVectorX,TimeForSelection,DimensionOfTarget,DeviationVectorZ,DeviationVectorY,ProjectedSizeOfTarget,MarkedAsOutlier
2018-08-09 11:26:59 +0000,4,TwohandedTouch,true,true,0.0,0.0,6.95132291316986,1.0,0.0,0.0,0.0351309,
2018-08-09 11:27:01 +0000,4,TwohandedTouch,false,false,0.0671582,0.0,2.56601798534393,1.0,0.0,0.0,0.0502074,
2018-08-09 11:27:04 +0000,4,TwohandedTouch,true,true,0.0,0.0,2.14776492118835,1.0,0.0,0.0,0.0334737,
2018-08-09 11:27:08 +0000,4,TwohandedTouch,true,true,0.0,0.0,4.26695001125336,3.0,0.0,0.0,0.385336,
2018-08-09 11:27:09 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.51820492744446,1.0,0.0,0.0,0.0772999,
2018-08-09 11:27:13 +0000,4,TwohandedTouch,true,true,0.0,0.0,3.13360297679901,3.0,0.0,0.0,0.884618,
2018-08-09 11:27:14 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.7831130027771,2.0,0.0,0.0,0.539279,
2018-08-09 11:27:19 +0000,4,TwohandedTouch,true,true,0.0,0.0,4.79901003837585,4.0,0.0,0.0,1.42934,
2018-08-09 11:27:21 +0000,4,TwohandedTouch,false,false,0.311904,0.0,1.56680202484131,3.0,0.0,0.0,0.992281,
2018-08-09 11:27:24 +0000,4,TwohandedTouch,true,true,0.0,0.0,2.7999609708786,2.0,0.0,0.0,0.136505,
2018-08-09 11:27:24 +0000,4,TwohandedTouch,true,true,0.0,0.0,0.934645056724548,4.0,0.0,0.0,0.85901,
2018-08-09 11:27:26 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.81668591499329,4.0,0.0,0.0,0.943441,
2018-08-09 11:27:28 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.51648795604706,4.0,0.0,0.0,0.91001,
2018-08-09 11:27:29 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.39864206314087,1.0,0.0,0.0,0.14421,
2018-08-09 11:27:30 +0000,4,TwohandedTouch,true,true,0.0,0.0,0.701179981231689,4.0,0.0,0.0,0.801995,
2018-08-09 11:27:33 +0000,4,TwohandedTouch,true,true,0.0,0.0,2.88385105133057,4.0,0.0,0.0,1.33146,
2018-08-09 11:27:35 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.96698403358459,4.0,0.0,0.0,2.71104,
2018-08-09 11:27:36 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.59945797920227,3.0,0.0,0.0,0.345537,
2018-08-09 11:27:38 +0000,4,TwohandedTouch,true,true,0.0,0.0,1.59977805614471,3.0,0.0,0.0,0.397289,
