CreationTime;UserID;Identifier;x;y;orientation;Screen Width;Screen Height
2018-07-04 12:32:53 +0000;1;Touch;469.0;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;450.3333282470703;44.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;450.3333282470703;44.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;450.3333282470703;50.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;450.3333282470703;56.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;450.3333282470703;61.666656494140625;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;451.6666564941406;68.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;454.3333282470703;74.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;457.6666564941406;82.33332824707031;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;463.6666564941406;93.33332824707031;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;471.0;103.33332824707031;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;483.6666564941406;117.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;497.3333282470703;130.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;510.0;142.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;518.6666564941406;151.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;525.3333282470703;158.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;529.3333282470703;164.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;532.6666564941406;168.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;535.0;171.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;537.0;175.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;539.6666564941406;178.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;543.0;182.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;546.0;185.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;549.0;187.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;551.3333282470703;188.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;553.0;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;553.6666564941406;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;188.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;554.0;182.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;546.6666564941406;165.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;533.0;140.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;518.0;113.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;505.3333282470703;87.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;496.0;65.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;488.6666564941406;49.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;480.0;29.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;473.3333282470703;9.333328247070312;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;469.6666564941406;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;467.6666564941406;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;467.3333282470703;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;467.0;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:53 +0000;1;Touch;469.6666564941406;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;469.6666564941406;0.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;486.3333282470703;45.666656494140625;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;486.3333282470703;45.666656494140625;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;487.3333282470703;48.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;488.0;50.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;488.6666564941406;53.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;490.6666564941406;58.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;493.3333282470703;65.33332824707031;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;498.3333282470703;78.33332824707031;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;505.0;95.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;510.3333282470703;107.33332824707031;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;514.3333282470703;115.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;518.3333282470703;124.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;521.6666564941406;130.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;525.6666564941406;139.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;533.3333282470703;152.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;542.6666564941406;164.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;552.3333282470703;176.66665649414062;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;559.3333282470703;183.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;563.6666564941406;186.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;567.3333282470703;188.3333282470703;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;571.0;189.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;572.3333282470703;189.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;572.6666564941406;189.0;cameraRight;736.0;414.0
2018-07-04 12:32:54 +0000;1;Touch;573.0;189.0;cameraRight;736.0;414.0
